Price,Make,Model,Year,Mileage,Fuel_Type,Transmission,City,Seller_ID,Description
913405,Hyundai,Elantra,2009,346588.0,Diesel,Automatic,Rawalpindi,S1120,
2433745,Toyota,Corolla,2021,335046.0,Diesel,,Peshawar,S8130,
29118411,Audi,A3,2023,,Petrol,Automatic,,S4729,First owner
1500636,Hyundai,sonata  ,2014,335415.0,Electric,Automatic,Islamabad,S2036,
4208630,Kia,Sportage,2022,43057.0,Hybrid,,Lahore,S8170,urgent sale
355476,Hyundai,i10,2000,253506.0,Diesel,,Karachi,S3360,First owner
3025106,BMW,X3,2020,,Petrol,,Rawalpindi,S2394,First owner
3851065,Honda,Accord,2023,185277.0,Diesel,Automatic,,S2877,Need minor work
212917,BMW,X3,2001,,Electric,,Rawalpindi,S8982,First owner
2906329,Suzuki,Alto,2021,348656.0,Diesel,Manual,Islamabad,S6008,
27670092,Kia,Sportage,2018,302198.0,Hybrid,Automatic,Peshawar,S5533,First owner
3721997,Honda,Accord,2023,178834.0,Electric,Automatic,Peshawar,S2343,First owner
3060246,Audi,A3,2017,107986.0,Hybrid,,,S7637,
3497482,Honda,Civic,2017,141638.0,,,Peshawar,S5767,Need minor work
3148726,Hyundai,i10,2016,52476.0,Electric,Automatic,Rawalpindi,S3717,
1738685,Honda,City,2005,98923.0,,,,S8989,Need minor work
2704577,Toyota,Yaris,2011,127693.0,Petrol,,Karachi,S1760,Excellent condition
1054994,BMW,X1,2003,278349.0,Hybrid,,Islamabad,S2275,
1451876,Suzuki,cultus  ,2007,275727.0,Electric,Automatic,Islamabad,S8207,Need minor work
1884149,Honda,Civic,2016,342367.0,Hybrid,Manual,Karachi,S7793,First owner
2168898,BMW,320i,2015,256036.0,Electric,Manual,Rawalpindi,S3639,Need minor work
345639,BMW,X3,2001,305033.0,Diesel,Manual,Karachi,S1305,
2804532,BMW,X3,2009,49956.0,Diesel,Automatic,Rawalpindi,S3979,
2594614,BMW??,X3,2008,92934.0,Hybrid,Automatic,Rawalpindi,S9564,
992300,BMW,X1,2004,322462.0,Petrol,Manual,Peshawar,S2526,urgent sale
2773752,BMW,320i  ,2019,287741.0,Petrol,,,S4759,urgent sale
1371236,Audi,A4,2011,313830.0,,Manual,Peshawar,S9908,urgent sale
21795004,Suzuki,Alto,2000,8729.0,,,Lahore,S3535,urgent sale
2113420,BMW,X3,2008,141997.0,,Automatic,Rawalpindi,S8904,Need minor work
2587938,Suzuki,Swift,2017,258629.0,Hybrid,Automatic,Rawalpindi,S2951,
4450883,Honda,City,2025,89827.0,Petrol,Manual,Rawalpindi,S1852,Need minor work
1672746,Hyundai,i10,2000,52756.0,Diesel,Automatic,Rawalpindi,S7296,urgent sale
3295434,Kia,Rio,2016,,,Manual,Karachi,S9489,First owner
3126334,Honda,Civic,2025,319318.0,,,,S3579,Excellent condition
15974364,Suzuki,Cultus,2011,212168.0,Electric,,Karachi,S6703,First owner
13082880,Audi,A4,2007,322909.0,Diesel,Automatic,Peshawar,S5821,First owner
1469196,Toyota,Camry,2008,287016.0,,Automatic,,S8517,
592806,Hyundai,i10,2000,257691.0,Petrol,Automatic,Lahore,S6172,urgent sale
3567042,Suzuki,Swift,2017,10097.0,Hybrid,Manual,Islamabad,S3924,urgent sale
1387339,Suzuki,Cultus,2006,305790.0,Hybrid,Manual,,S4965,First owner
1632311,Honda,Civic,2006,,,Automatic,Karachi,S1108,
1436038,Toyota,Yaris,2011,330408.0,Hybrid,Automatic,Rawalpindi,S4638,
2792553,Honda,Civic,2016,226866.0,Electric,,Lahore,S2972,
3030794,Kia,Picanto,2010,9413.0,Petrol,,Karachi,S9987,First owner
2170838,Honda,City,2015,326432.0,Hybrid,Automatic,Karachi,S7563,First owner
3375951,Hyundai,Elantra,2018,73754.0,,,Karachi,S4212,Need minor work
1218961,Audi,Q5,2004,252981.0,Petrol,Manual,Peshawar,S6172,urgent sale
2730547,Suzuki,Cultus,2017,302708.0,Petrol,Automatic,Lahore,S2577,urgent sale
1738993,BMW,X1,2008,194248.0,Hybrid,,Rawalpindi,S4259,
2784401,Kia,Rio,2020,287296.0,Diesel,Automatic,Islamabad,S7243,
3917596,Suzuki,Cultus,2020,80942.0,Diesel,,Islamabad,S3654,First owner
1577962,Honda,City,2010,347366.0,Hybrid,,Islamabad,S6950,
2180868,Kia,Rio,2014,222049.0,Diesel,Manual,Lahore,S2311,Need minor work
27556235,Honda,City,2003,55097.0,Petrol,Automatic,Rawalpindi,S3544,Excellent condition
2398447,BMW??,X1,2009,125248.0,Diesel,,Islamabad,S6846,First owner
1859573,Audi,A4,2014,288421.0,Hybrid,,Peshawar,S8126,
2921406,BMW,X3,2017,167351.0,Hybrid,Automatic,Rawalpindi,S5973,Excellent condition
90775820,Toyota??,Camry,2024,76460.0,Hybrid,Automatic,Peshawar,S8052,First owner
4867816,Kia,Sportage,2025,8784.0,,Automatic,Karachi,S7385,urgent sale
1315757,Honda,City,2002,226375.0,Diesel,,Rawalpindi,S7765,Need minor work
2174311,Audi,A3,2005,76630.0,Hybrid,Manual,,S1317,Need minor work
1098693,Toyota,Camry,2000,102484.0,Petrol,Automatic,Islamabad,S9086,Need minor work
1261768,Suzuki,Cultus,2009,266302.0,Hybrid,Automatic,,S7429,Excellent condition
1679065,Kia,Picanto,2005,105764.0,Hybrid,Automatic,Lahore,S5049,
3384483,Toyota,Corolla,2014,54262.0,,,Karachi,S1691,
1359336,Kia,Rio,2003,,Electric,,Islamabad,S4866,
1431310,Hyundai,sonata  ,2000,,Hybrid,,Lahore,S8786,
2636276,Kia,Sportage,2011,51913.0,Diesel,Manual,Peshawar,S1983,Excellent condition
772962,Suzuki,Swift,2004,286203.0,Petrol,Manual,Peshawar,S8187,
3367579,Honda,Civic,2022,203059.0,Hybrid,,Karachi,S9029,Need minor work
2872318,Kia,Sportage,2017,187276.0,Hybrid,,Peshawar,S9702,Need minor work
1664233,Hyundai,Sonata,2008,288957.0,Hybrid,Automatic,Lahore,S6965,
4598481,Honda,City,2023,38209.0,,Automatic,Karachi,S7714,
630781,Suzuki,Alto,2003,279307.0,Petrol,Manual,Karachi,S7366,
2419009,Hyundai,i10,2019,,Hybrid,Manual,Islamabad,S9051,Excellent condition
1015851,Hyundai,i10,2001,,,,Peshawar,S2153,First owner
3677897,Toyota,Corolla,2016,55918.0,Petrol,,Karachi,S3931,
3219408,BMW,X3,2013,60319.0,,Automatic,,S7579,
985878,Suzuki,Swift,2005,284917.0,,Automatic,Islamabad,S8054,
1395717,Suzuki,Swift,2007,300250.0,,Manual,Peshawar,S7505,Excellent condition
15476976,BMW,320i,2009,317351.0,Petrol,,Karachi,S5521,
2599287,Kia,Rio,2018,304689.0,Diesel,Manual,Lahore,S4817,First owner
969438,Audi,A4,2002,304099.0,Electric,,Karachi,S2562,
414942,BMW,X1,2001,307138.0,Electric,Manual,Lahore,S4714,
3088440,BMW,X3,2000,337339.0,Electric,Manual,Islamabad,S7436,urgent sale
2595744,Audi,Q5,2018,269623.0,Petrol,Manual,Peshawar,S1807,
786998,Hyundai,Sonata,2002,213942.0,,Automatic,,S4212,
3180441,Kia,Rio,2016,134103.0,Diesel,Manual,Islamabad,S7939,First owner
2071475,Suzuki,Alto,2010,185630.0,,,Lahore,S3389,urgent sale
1312885,Toyota,Corolla,2006,200989.0,Diesel,,Lahore,S5713,Excellent condition
4187148,Suzuki,Swift,2025,63341.0,Hybrid,Automatic,Peshawar,S5237,
4540229,Hyundai,i10,2023,79106.0,Petrol,Automatic,Rawalpindi,S5444,Excellent condition
1975606,Hyundai??,i10,2000,39916.0,Electric,,Islamabad,S7332,Need minor work
4391276,Hyundai,i10,2022,57221.0,Hybrid,Automatic,Rawalpindi,S1352,Excellent condition
29203216,Honda,Accord,2009,179886.0,Electric,Automatic,,S9212,First owner
3473314,Audi,A3,2020,140098.0,Electric,Manual,Rawalpindi,S7262,
3418984,BMW,X3,2020,124237.0,Electric,Manual,Rawalpindi,S3158,Need minor work
2917853,BMW,320i,2018,288825.0,Diesel,Manual,Islamabad,S3378,
2601368,Kia??,Sportage,2010,40554.0,,,,S6221,urgent sale
1577502,Hyundai,Sonata,2014,,Hybrid,Manual,Karachi,S4783,
4406378,Honda,Civic,2021,18675.0,Hybrid,Manual,,S4014,urgent sale
1934081,Hyundai,Sonata,2004,,Diesel,Manual,Lahore,S4323,Need minor work
1997190,Toyota,Corolla,2014,328516.0,Electric,,Islamabad,S7232,
2908260,Suzuki,Cultus,2019,304858.0,,,Rawalpindi,S1694,Need minor work
3453387,Kia,Rio,2012,25579.0,,Automatic,Rawalpindi,S5684,urgent sale
1076859,Honda,City,2009,326458.0,Petrol,,Rawalpindi,S3945,
930722,BMW,X3,2004,211080.0,Electric,Automatic,Peshawar,S8449,Excellent condition
2524345,Suzuki,Cultus,2022,345040.0,Diesel,,,S7292,
3361873,Audi,Q5,2019,88833.0,Electric,,Peshawar,S3459,Need minor work
2686125,Audi,A3,2005,31901.0,Electric,Automatic,Islamabad,S3155,Need minor work
4194349,Toyota,Camry,2024,,Petrol,Automatic,Peshawar,S8794,urgent sale
692879,Hyundai,Sonata,2002,320210.0,,Manual,Karachi,S4028,Need minor work
3284914,Toyota,Camry,2011,24252.0,Diesel,Manual,,S7831,Need minor work
1119102,Honda??,Accord,2009,325387.0,,,Rawalpindi,S5903,First owner
1068487,Suzuki,Cultus,2002,229040.0,,Manual,Islamabad,S9595,Need minor work
1068487,Suzuki,Cultus,2002,229040.0,,Manual,Islamabad,S9595,Need minor work
4242006,BMW,320i,2019,35505.0,Petrol,,,S5705,urgent sale
1173734,Kia,Picanto,2008,280456.0,,,Islamabad,S3947,
2515077,Honda,Accord,2009,106478.0,Petrol,Manual,Lahore,S7793,urgent sale
1516865,Toyota,Yaris,2011,298819.0,Diesel,Manual,,S6307,Excellent condition
2406060,Toyota,Camry,2010,183971.0,Electric,,Rawalpindi,S8849,urgent sale
3982122,Audi,A3,2020,76174.0,Electric,Manual,,S7782,
1073667,Toyota,Camry,2009,301192.0,Hybrid,,Rawalpindi,S6793,Excellent condition
739966,Honda,City,2000,182813.0,Electric,,Rawalpindi,S6050,
4533289,Audi,A4,2022,21582.0,Hybrid,Automatic,Lahore,S9603,First owner
64150960,Honda,Civic,2011,24605.0,Diesel,Manual,Peshawar,S8921,
2386494,Audi,q5  ,2009,176619.0,Diesel,Manual,Rawalpindi,S9558,Excellent condition
200000,Toyota??,Yaris,2001,316577.0,Petrol,Automatic,Peshawar,S6114,
2004907,Honda,City,2006,105949.0,Hybrid,Automatic,Rawalpindi,S2875,Excellent condition
3682681,Kia,Rio,2016,58674.0,Diesel,,Islamabad,S5011,Need minor work
17900472,Toyota,Yaris,2019,182596.0,,Automatic,Lahore,S3932,
3034745,Kia,Rio,2020,238746.0,,Automatic,Islamabad,S8629,
3945172,Honda,Civic,2025,250511.0,Petrol,Automatic,Islamabad,S3354,
58510840,Suzuki,Cultus,2012,101129.0,Hybrid,Automatic,Peshawar,S5624,First owner
715623,Kia,Rio,2004,271311.0,Petrol,Automatic,,S7566,
3498640,Hyundai,Elantra,2019,132764.0,,Manual,Peshawar,S8132,
2957618,Audi,A4,2017,128812.0,Diesel,,,S8584,First owner
3300495,Kia,Sportage,2014,97365.0,Hybrid,Automatic,Lahore,S9098,
1124738,BMW,320i,2002,119091.0,Diesel,,,S8326,Need minor work
2325109,Honda,Accord,2010,162147.0,,,Islamabad,S9362,urgent sale
2372279,Audi,A3,2009,37721.0,Hybrid,,Lahore,S1510,Need minor work
3007206,Hyundai,i10,2018,211710.0,Hybrid,,Peshawar,S4083,
13757000,Hyundai,Sonata,2013,85880.0,Hybrid,,Karachi,S3224,Excellent condition
13757000,Hyundai,Sonata,2013,85880.0,Hybrid,,Karachi,S3224,Excellent condition
3811243,Honda,Accord,2025,223028.0,Electric,,Rawalpindi,S7303,First owner
2196568,Honda,Civic,2013,321970.0,Petrol,,Peshawar,S7012,Excellent condition
3012833,Toyota,Camry,2015,198241.0,Petrol,,Peshawar,S5578,urgent sale
2437037,Kia,Sportage,2016,324852.0,Petrol,Manual,Peshawar,S6119,
3958760,Toyota,Yaris,2017,10653.0,Electric,Automatic,Rawalpindi,S5827,First owner
2801429,Honda,Civic,2022,318333.0,Hybrid,,Rawalpindi,S5780,
1344830,Kia,Sportage,2009,259153.0,Petrol,Manual,Rawalpindi,S5209,Excellent condition
3968439,BMW,320i,2019,96547.0,,,Karachi,S8944,Need minor work
837883,Audi,Q5,2001,184751.0,Petrol,Manual,Rawalpindi,S8211,
937683,BMW,320i,2006,307911.0,Hybrid,Manual,,S5937,urgent sale
1451580,BMW,X3,2007,204124.0,Electric,Automatic,Islamabad,S7258,
4238490,Suzuki,Swift,2021,26505.0,Petrol,,,S6488,First owner
1407774,Suzuki,Alto,2008,348064.0,,Automatic,Peshawar,S6528,
10325776,BMW,320i,2010,292106.0,Petrol,,Lahore,S5641,First owner
519790,Honda,Civic,2000,329742.0,Petrol,Manual,Rawalpindi,S2965,Excellent condition
1678895,Audi,Q5,2004,202110.0,,Manual,Lahore,S8429,First owner
3537976,Audi,A4,2022,174556.0,Hybrid,Manual,Lahore,S5336,Need minor work
3405798,Hyundai,Elantra,2015,110208.0,,Automatic,Karachi,S2740,urgent sale
2486501,BMW,X1,2003,23277.0,Petrol,Manual,Rawalpindi,S1014,Excellent condition
2021458,BMW,X1,2008,84485.0,Hybrid,Automatic,Rawalpindi,S2148,
2007648,Honda,Civic,2012,257741.0,Petrol,,Rawalpindi,S2485,First owner
